obs_date,turn_premium_ann_pct
2018-10-15,0.8373995927437177
2018-10-16,0.8422277874741573
2018-10-17,0.7439856346902136
2018-10-18,0.7864666004498577
2018-10-19,0.721670904763009
2018-10-22,0.6838021894582003
2018-10-23,0.6600745070576863
2018-10-24,0.5867164415906085
2018-10-25,0.6517758705868459
2018-10-26,0.64263403511747
2018-10-29,0.6792263104529965
2018-10-30,0.6680511804805676
2018-10-31,0.6853531280073923
2018-11-01,0.6664461484450257
2018-11-02,0.6907222978946352
2018-11-05,0.733648930698954
2018-11-06,0.6551345843649807
2018-11-07,0.524656304866145
2018-11-08,0.5685106709158552
2018-11-09,0.5531233253602359
2018-11-12,0.5641042360144981
2018-11-13,0.6514527329545023
2018-11-14,0.5937285100480914
2018-11-15,0.6416172422571877
2018-11-16,0.6266585178662405
2018-11-19,0.6494152889332687
2018-11-20,0.6735355997249446
2018-11-21,0.6762194234704282
2018-11-22,0.6800071806556058
2018-11-23,0.641580250717686
2018-11-26,0.7075172628842772
2018-11-27,0.6466865051700985
2018-11-28,0.591176639098463
2018-11-29,0.6348003541839109
2018-11-30,0.722123907551345
2018-12-03,0.7746787888922269
2018-12-04,0.9091042055881102
2018-12-05,0.9693802376784353
2018-12-06,1.0321159713155543
2018-12-07,1.0140423721652514
2018-12-10,1.0410613477477595
2018-12-11,0.9749176436598317
2018-12-12,0.970416051346592
2018-12-13,0.8787283535742691
2018-12-14,0.882373062648333
2018-12-17,0.7277301110955534
2018-12-18,0.7206932516816167
2019-09-18,-0.29795048276753455
2019-09-19,-0.26250924714487
2019-09-20,-0.3460935137012573
2019-09-23,-0.3995887167560843
2019-09-24,-0.320633062881182
2019-09-25,-0.14029350652786832
2019-09-26,-0.1841518396112245
2019-09-27,-0.1610823439913931
2019-09-30,-0.15028731332585066
2019-10-01,-0.183052518584093
2019-10-02,-0.15838532455960674
2019-10-03,-0.08765925005673791
2019-10-04,0.003295734452994026
2019-10-07,-0.0658937736430163
2019-10-08,-0.2614673699304757
2019-10-09,-0.15861495763857736
2019-10-10,-0.10395277613730336
2019-10-11,-0.12531652006787608
2019-10-14,-0.10074129262433562
2019-10-15,-0.17659011453150208
2019-10-16,-0.21141050988077703
2019-10-17,-0.152036606182528
2019-10-18,-0.15916398338287285
2019-10-21,-0.07091612656065394
2019-10-22,-0.09979050517183019
2019-10-23,0.032910337180457994
2019-10-24,0.03912518333078285
2019-10-25,-0.05688149225907768
2019-10-28,-0.10478004782595063
2019-10-29,-0.09423200469052828
2019-10-30,0.011742840142775268
2019-10-31,0.13819471875071443
2019-11-01,0.10010662796249914
2019-11-04,0.0926293528253761
2019-11-05,0.22424864586957316
2019-11-06,0.24416449116759686
2019-11-07,0.3136251684294109
2019-11-08,0.2718524385926857
2019-11-11,0.32725478787482754
2019-11-12,0.36828005861772484
2019-11-13,0.5077863046557396
2019-11-14,0.5894991063358712
2019-11-15,0.6353885229673462
2019-11-18,0.6502604373144378
2019-11-19,0.5892966616693904
2019-11-20,0.4015040405090451
2019-11-21,0.39867673360906153
2019-11-22,0.49677897287979045
2019-11-25,0.5681104619138724
2019-11-26,0.6736450430433965
2019-11-27,0.6076823636563677
2019-11-28,0.6420272232604436
2019-11-29,0.5703699033935434
2019-12-02,0.598781060723474
2019-12-03,0.551470161347476
2019-12-04,0.46843742897499485
2019-12-05,0.5686886569072938
2019-12-06,0.5694493748402483
2019-12-09,0.5307363963352092
2019-12-10,0.5823512170897942
2019-12-11,0.48290910579601976
2019-12-12,0.6174910183111066
2019-12-13,0.5754011258522382
2019-12-16,0.46375224215894395
2019-12-17,0.4273210634825073
2020-09-16,-0.2799604400181508
2020-09-17,-0.27847438588833295
2020-09-18,-0.23070187911269002
2020-09-21,-0.1802196192040908
2020-09-22,-0.08836283660431032
2020-09-23,-0.19172589870827217
2020-09-24,-0.14701934539710138
2020-09-25,-0.08375533642419786
2020-09-28,-0.1300623269539889
2020-09-29,-0.1624619068434363
2020-09-30,-0.1293338015972445
2020-10-01,-0.14404320631304568
2020-10-02,-0.058501156716444846
2020-10-05,-0.0592262223026534
2020-10-06,-0.018382354288462466
2020-10-07,-0.00011471199994250725
2020-10-08,0.05933621863478322
2020-10-09,-0.07251957848876689
2020-10-12,0.050304714889121804
2020-10-13,0.08343312510200374
2020-10-14,0.08524943703938259
2020-10-15,0.14514863394498168
2020-10-16,0.05704672347192297
2020-10-19,0.06466971445349134
2020-10-20,-0.023240109208056303
2020-10-21,-0.08696169449063662
2020-10-22,-0.034268600178356756
2020-10-23,-0.05881443032266498
2020-10-26,-0.03453761623987184
2020-10-27,-0.21790482205399675
2020-10-28,-0.19877877076427675
2020-10-29,-0.19306832335936086
2020-10-30,-0.28927373287695524
2020-11-02,-0.2022211688886335
2020-11-03,-0.19501890391977383
2020-11-04,-0.22937287788832217
2020-11-05,-0.29418098722808983
2020-11-06,-0.42215267983481164
2020-11-09,-0.37545145316085193
2020-11-10,-0.3167201930930008
2020-11-11,-0.3739861708803738
2020-11-12,-0.5067424056032643
2020-11-13,-0.5932780082502473
2020-11-16,-0.45562623776478217
2020-11-17,-0.5663504656112401
2020-11-18,-0.5809049696098652
2020-11-19,-0.48504115634513845
2020-11-20,-0.4795439225611342
2020-11-23,-0.508993818001712
2020-11-24,-0.47968346799967954
2020-11-25,-0.42290048458418905
2020-11-26,-0.3376417887413674
2020-11-27,-0.43465462590414505
2020-11-30,-0.5971847608903209
2020-12-01,-0.6181184005309088
2020-12-02,-0.6186951207564184
2020-12-03,-0.5674808334256243
2020-12-04,-0.5012082384717593
2020-12-07,-0.4401337598720412
2020-12-08,-0.44800708342928974
2020-12-09,-0.4066025362817367
2020-12-10,-0.5270404278175556
2020-12-11,-0.5454577518017292
2020-12-14,-0.5725173485369206
2020-12-15,-0.6334256044405926
2021-09-15,0.07748424842559487
2021-09-16,-0.07154757671611467
2021-09-17,-0.06127906161385255
2021-09-20,0.025458704060767445
2021-09-21,-0.04118684112076432
2021-09-22,-0.010304904441058582
2021-09-23,0.0008401682652445785
2021-09-24,0.025380255699245957
2021-09-27,0.15525305583604965
2021-09-28,0.1045758294607868
2021-09-29,0.19801736142206394
2021-09-30,0.276047316575597
2021-10-01,0.24619083209403403
2021-10-04,0.1319082852628366
2021-10-05,0.10246262862563338
2021-10-06,0.2517009636755061
2021-10-07,0.17178746642521947
2021-10-08,0.08926023656221416
2021-10-11,0.13908318905994932
2021-10-12,0.12373374564391248
2021-10-13,0.039742680577525835
2021-10-14,-0.0228522068709478
2021-10-15,-0.018916713446132327
2021-10-18,0.08271771141098982
2021-10-19,0.04958927759848031
2021-10-20,0.14567450187563313
2021-10-21,0.13288531285410743
2021-10-22,0.12688721459835905
2021-10-25,0.15519357898429798
2021-10-26,0.18101384164179724
2021-10-27,0.1893027539923593
2021-10-28,0.1948222249924756
2021-10-29,0.16582602663997248
2021-11-01,0.08797418533898593
2021-11-02,0.04014882126063268
2021-11-03,-0.08265215372327095
2021-11-04,0.0948189404570221
2021-11-05,0.16976082073434817
2021-11-08,0.23166470853336474
2021-11-09,0.2377220528887869
2021-11-10,0.14481462088790087
2021-11-11,0.26888661148728543
2021-11-12,0.3922254047335536
2021-11-15,0.4453095651510459
2021-11-16,0.35031507879958745
2021-11-17,0.3409085502096465
2021-11-18,0.3027584655414688
2021-11-19,0.26638385003851806
2021-11-22,0.2937284729771408
2021-11-23,0.28910978650491614
2021-11-24,0.2663445900523991
2021-11-25,0.2914614205769164
2021-11-26,0.25735306285311754
2021-11-29,0.24697888215980868
2021-11-30,0.33989419656263475
2021-12-01,0.3141031832472052
2021-12-02,0.3022952812270061
2021-12-03,0.2917395313296298
2021-12-06,0.24866466306254864
2021-12-07,0.3260556908719945
2021-12-08,0.3263865154965684
2021-12-09,0.3420077588338577
2021-12-10,0.3307676067828931
2021-12-13,0.14465836949616317
2021-12-14,0.13562237860771154
2022-09-21,0.10042730075170869
2022-09-22,0.26045209327340135
2022-09-23,0.15229621896247503
2022-09-26,0.210702383696713
2022-09-27,0.08743185018319988
2022-09-28,0.08801258351777808
2022-09-29,0.13872449974755696
2022-09-30,0.0962329707741425
2022-10-03,0.13593069843168992
2022-10-04,0.19909193896799726
2022-10-05,0.2591856943329103
2022-10-06,0.3956913242858424
2022-10-07,0.36836869209491097
2022-10-10,0.37616497270438787
2022-10-11,0.47668565197150725
2022-10-12,0.5007940605532624
2022-10-13,0.5482191238232761
2022-10-14,0.5420163709034118
2022-10-17,0.49581646231443743
2022-10-18,0.5608051499588584
2022-10-19,0.5441675398018524
2022-10-20,0.5126088080671134
2022-10-21,0.5051565882708098
2022-10-24,0.4815618618852633
2022-10-25,0.5213854250223107
2022-10-26,0.44311461358726545
2022-10-27,0.4396700705337149
2022-10-28,0.3773513167345568
2022-10-31,0.42001353370969596
2022-11-01,0.2453199719028074
2022-11-02,0.35640233190724624
2022-11-03,0.38927540349310163
2022-11-04,0.32257445815980734
2022-11-07,0.45722918892885644
2022-11-08,0.3845524258976809
2022-11-09,0.4886574206483405
2022-11-10,0.3691097950419886
2022-11-11,0.3770528873983858
2022-11-14,0.3514232352846678
2022-11-15,0.46867742622410846
2022-11-16,0.4708961949599475
2022-11-17,0.4345534126763235
2022-11-18,0.3811030623018734
2022-11-21,0.28913605245542984
2022-11-22,0.40393172452112047
2022-11-23,0.4883071136798671
2022-11-24,0.5838102560294169
2022-11-25,0.5930588639482606
2022-11-28,0.5082849903080069
2022-11-29,0.5178028098802008
2022-11-30,0.4291246926328691
2022-12-01,0.40617716125262415
2022-12-02,0.38163660197668836
2022-12-05,0.4936651397681997
2022-12-06,0.5458620690285629
2022-12-07,0.5742835139528681
2022-12-08,0.5990416985595131
2022-12-09,0.6390590932168232
2022-12-12,0.7216128679834801
2022-12-13,0.6710905841645776
2022-12-14,0.5016266776046265
2022-12-15,0.37155256792975866
2022-12-16,0.2606641737831703
2022-12-19,0.14929000527556102
2022-12-20,0.309088802990634
2023-09-20,0.30786822837542305
2023-09-21,0.32646467638448406
2023-09-22,0.2890881496337645
2023-09-25,0.35045746204781203
2023-09-26,0.28032308134127426
2023-09-27,0.28308479369361894
2023-09-28,0.3169426073456867
2023-09-29,0.28108614399925713
2023-10-02,0.13649391229222996
2023-10-03,0.13063642061591674
2023-10-04,0.14473186565802276
2023-10-05,0.0894740999871626
2023-10-06,0.03585232666659488
2023-10-09,0.049364316512281015
2023-10-10,0.004990045400887766
2023-10-11,-0.050735608587689995
2023-10-12,0.09249172905255865
2023-10-13,0.0482121711727963
2023-10-16,0.07870962241288515
2023-10-17,0.05632694381389225
2023-10-18,0.19746589378352075
2023-10-19,0.20149706774984777
2023-10-20,0.27476576832781063
2023-10-23,0.278128457276555
2023-10-24,0.40621104361365123
2023-10-25,0.3051600522642772
2023-10-26,0.2590860432800586
2023-10-27,0.3895632042895931
2023-10-30,0.4803565205920197
2023-10-31,0.4017739483417886
2023-11-01,0.4707997326583433
2023-11-02,0.3695385507537221
2023-11-03,0.37167199936384865
2023-11-06,0.2572341473029196
2023-11-07,0.3227480317557214
2023-11-08,0.3661378621237743
2023-11-09,0.34525802376753667
2023-11-10,0.1849312369536702
2023-11-13,0.26947284508077907
2023-11-14,0.3115727920411864
2023-11-15,0.2835474658816528
2023-11-16,0.42926902490693575
2023-11-17,0.39592767345806923
2023-11-20,0.6189350117952319
2023-11-21,0.6517131991236624
2023-11-22,0.5646452976437564
2023-11-23,0.5604967928377915
2023-11-24,0.5712213808444639
2023-11-27,0.48769900485314466
2023-11-28,0.4640924147290564
2023-11-29,0.480980144239072
2023-11-30,0.5762827754896662
2023-12-01,0.5446717502179101
2023-12-04,0.490233045515021
2023-12-05,0.4465866344511138
2023-12-06,0.4176605935617905
2023-12-07,0.43847237184396626
2023-12-08,0.4963873441063802
2023-12-11,0.38364084151270106
2023-12-12,0.31937841758974184
2023-12-13,0.3972849753471488
2023-12-14,0.25782596301513605
2023-12-15,0.15267402679714825
2023-12-18,0.15408676232869611
2023-12-19,0.15124537215315526
2024-09-18,0.13150754775838136
2024-09-19,0.16474927409003648
2024-09-20,0.09457164585284339
2024-09-23,0.11149034545449332
2024-09-24,-0.012041156453681978
2024-09-25,-0.0600428434956064
2024-09-26,-0.06267874539622387
2024-09-27,-0.08113931745457448
2024-09-30,-0.001346588469961496
2024-10-01,-0.056121668655570556
2024-10-02,-0.08960473800874924
2024-10-03,-0.07445221952467751
2024-10-04,0.030819146655274743
2024-10-07,0.07897331653318274
2024-10-08,0.1977896433707036
2024-10-09,0.1604054622116684
2024-10-10,0.06838122837465921
2024-10-11,0.0465257952241096
2024-10-14,0.030410779501204743
2024-10-15,0.06118161327882454
2024-10-16,0.10538330171121268
2024-10-17,0.03139848584723426
2024-10-18,-0.01409842669843453
2024-10-21,0.010258562291072248
2024-10-22,0.03014115521909444
2024-10-23,-0.02958005648054618
2024-10-24,-0.09659275221717945
2024-10-25,-0.030112019617339225
2024-10-28,0.06755370891282508
2024-10-29,0.12741224965269327
2024-10-30,0.0556547573393229
2024-10-31,0.0918504749831981
2024-11-01,-0.01294970099965198
2024-11-04,-0.013194250207613223
2024-11-05,-0.0038173258090341555
2024-11-06,-0.08340923608183415
2024-11-07,-0.02195778135044213
2024-11-08,-0.01633216702573481
2024-11-11,0.0028161759813802867
2024-11-12,0.007113560963312171
2024-11-13,-0.03408291472786873
2024-11-14,-0.10400831807231059
2024-11-15,-0.12448522052570565
2024-11-18,-0.1537021514295227
2024-11-19,-0.17215864369106493
2024-11-20,-0.21577546997507202
2024-11-21,-0.15805813589320516
2024-11-22,-0.26239529925339555
2024-11-25,-0.3498916005606496
2024-11-26,-0.2108231362390076
2024-11-27,-0.2881567175295272
2024-11-28,-0.21983675844754025
2024-11-29,-0.1245799646094925
2024-12-02,-0.2667494747455561
2024-12-03,-0.34609842895833776
2024-12-04,-0.2755380630136832
2024-12-05,-0.23148845083798042
2024-12-06,-0.2739339717085354
2024-12-09,-0.173071244312335
2024-12-10,-0.14951101473907435
2024-12-11,-0.07051925471102782
2024-12-12,-0.08389971019845177
2024-12-13,-0.17435098001585247
2024-12-16,-0.28160720685102403
2024-12-17,-0.3311420966460128
2025-09-17,0.18278626093743622
2025-09-18,0.0818702552117081
2025-09-19,-0.041638685011419874
2025-09-22,-0.06084960340920542
2025-09-23,-0.09747093585055167
2025-09-24,-0.1228955774560454
2025-09-25,-0.12696341173373016
2025-09-26,-0.1000717081130702
2025-09-29,0.032424280151986284
2025-09-30,-0.023344137136920295
2025-10-01,-0.13046395995425275
2025-10-02,-0.21332080183853863
2025-10-03,-0.19671130552518123
2025-10-06,-0.14961209484037452
2025-10-07,-0.12119865586335221
2025-10-08,-0.08987423263013739
2025-10-09,-0.12202307413476099
2025-10-10,-0.06770712753155816
2025-10-13,-0.026288043921816495
2025-10-14,-0.004891618102224715
2025-10-15,0.03603124971861771
2025-10-16,0.054998876467422964
2025-10-17,0.03304895689352927
2025-10-20,0.027959918890656965
2025-10-21,0.07851148645671602
2025-10-22,0.0587608193117819
2025-10-23,0.02179171395034718
2025-10-24,0.019425385561989472
2025-10-27,0.024351146035167304
2025-10-28,0.03929571361562134
2025-10-29,0.09626799974351874
2025-10-30,-0.0012856741453437515
2025-10-31,0.016013320735353886
2025-11-03,-0.029788603635475308
2025-11-04,-0.11764176368247581
2025-11-05,-0.07151004305338748
2025-11-06,-0.09019709945554455
2025-11-07,-0.06162271694977628
2025-11-10,-0.05036942169633063
2025-11-11,-0.10117918958179972
2025-11-12,-0.11199366688597179
2025-11-13,-0.047912699127041325
2025-11-14,-0.027694226783133935
2025-11-17,-0.02963673238258302
2025-11-18,-0.013139253503103632
2025-11-19,-0.1182877648862144
2025-11-20,-0.04742456494969849
2025-11-21,-0.16121124074606952
2025-11-24,-0.21572989530821873
2025-11-25,-0.12479672845500378
2025-11-26,-0.17293490194908978
2025-11-27,-0.14318470738022215
2025-11-28,-0.18996396561969986
2025-12-01,-0.13566394514315672
2025-12-02,-0.11194320366863053
2025-12-03,-0.2634212578808124
2025-12-04,-0.36233813556699257
2025-12-05,-0.2557806303627044
2025-12-08,-0.32987850843006283
2025-12-09,-0.21118324892109985
2025-12-10,-0.31864229850853487
2025-12-11,-0.3766615150639705
2025-12-12,-0.44870797661036654
2025-12-15,-0.4735728133596746
2025-12-16,-0.5154104204387475
